OrderID,OrderDate,CustomerID,ProductID,Quantity,ProductName,Category,UnitCost,UnitPrice,Region,DiscountPct,Revenue,DiscountAmount,NetRevenue,Cost,Profit,ProfitMarginPct,OrderStatus,DeliveryDays,OnTime,Returned
50143,2025-02-06,1034,2014,7,Toilet Paper,Household,70,109.99,Gauteng,0.05,769.93,38.4965,731.4335,490,241.43349999999998,33.008263909159204,Completed,1.0,Yes,No
50144,2025-10-07,1047,2010,8,Orange Juice,Beverages,25,44.99,Western Cape,0.1,359.92,35.992000000000004,323.928,200,123.928,38.257884468153414,Pending,1.0,Yes,No
50145,2025-12-15,1024,2002,5,Full Cream Milk,Dairy,15,24.5,Gauteng,0.08,122.5,9.8,112.7,75,37.7,33.45164152617569,Completed,4.0,No,No
50146,2026-05-12,1022,2014,12,Toilet Paper,Household,70,109.99,Free State,0.05,1319.8799999999999,65.994,1253.886,840,413.88599999999997,33.008263909159204,Cancelled,5.0,No,No
50147,2025-10-29,1005,2009,11,Breakfast Cereal,Groceries,55,89.99,Free State,0.15,989.89,148.4835,841.4065,605,236.40650000000005,28.09658589516483,Completed,2.0,Yes,No
50148,2025-06-30,1033,2003,5,Rice 10kg,Groceries,120,179.99,Eastern Cape,0.08,899.95,71.99600000000001,827.9540000000001,600,227.95400000000006,27.532205895496613,Completed,6.0,No,No
50149,2025-04-09,1036,2008,4,Instant Coffee,Beverages,90,139.99,Free State,0.05,559.96,27.998000000000005,531.962,360,171.962,32.32599321004132,Completed,5.0,No,Yes
50150,2025-04-26,1047,2016,6,Chicken 2kg,Fresh Produce,85,129.99,Western Cape,0.08,779.94,62.3952,717.5448,510,207.5448,28.924298524635677,Completed,2.0,Yes,No
50151,2025-07-10,1020,2002,6,Full Cream Milk,Dairy,15,24.5,Eastern Cape,0.05,147.0,7.3500000000000005,139.65,90,49.650000000000006,35.5531686358754,Completed,2.0,Yes,No
50152,2025-09-10,1019,2006,3,Chocolate Bar,Snacks,9,17.99,Gauteng,0.03,53.97,1.6191,52.350899999999996,27,25.350899999999996,48.424955444892056,Cancelled,5.0,No,Yes
50153,2025-06-10,1035,2012,9,Dishwashing Liquid,Cleaning,45,69.99,KwaZulu-Natal,0.1,629.91,62.991,566.919,405,161.91899999999998,28.561223031861694,Completed,6.0,No,Yes
50154,2025-09-13,1043,2005,12,Laundry Powder,Cleaning,100,145.0,Eastern Cape,0.05,1740.0,87.0,1653.0,1200,453.0,27.404718693284934,Completed,4.0,No,No
50155,2025-11-19,1017,2002,11,Full Cream Milk,Dairy,15,24.5,Eastern Cape,0.15,269.5,40.425,229.075,165,64.07499999999999,27.97118847539015,Pending,3.0,Yes,No
50156,2025-05-08,1045,2016,7,Chicken 2kg,Fresh Produce,85,129.99,Western Cape,0.05,909.9300000000001,45.496500000000005,864.4335000000001,595,269.4335000000001,31.16879436069982,Cancelled,2.0,Yes,No
50157,2025-01-18,1043,2005,1,Laundry Powder,Cleaning,100,145.0,Eastern Cape,0.08,145.0,11.6,133.4,100,33.400000000000006,25.03748125937032,Completed,2.0,Yes,No
50158,2025-11-19,1034,2015,7,Cheese 500g,Dairy,55,84.99,Gauteng,0.03,594.93,17.8479,577.0821,385,192.08209999999997,33.285055973838034,Completed,5.0,No,No
50159,2025-10-15,1009,2012,5,Dishwashing Liquid,Cleaning,45,69.99,KwaZulu-Natal,0.08,349.95,27.996,321.954,225,96.95400000000001,30.114239922473395,Pending,5.0,No,No
50160,2025-06-04,1026,2004,5,Coca-Cola 2L,Beverages,17,26.99,KwaZulu-Natal,0.03,134.95,4.0485,130.9015,85,45.9015,35.06567915570104,Completed,1.0,Yes,No
50161,2026-05-05,1002,2015,2,Cheese 500g,Dairy,55,84.99,Free State,0.0,169.98,0.0,169.98,110,59.97999999999999,35.286504294622894,Completed,3.0,Yes,No
50162,2026-01-21,1009,2011,4,Potato Chips,Snacks,12,24.99,KwaZulu-Natal,0.08,99.96,7.9967999999999995,91.9632,48,43.9632,47.8052090401378,Pending,1.0,Yes,No
50163,2025-04-14,1009,2016,12,Chicken 2kg,Fresh Produce,85,129.99,KwaZulu-Natal,0.15,1559.88,233.982,1325.8980000000001,1020,305.89800000000014,23.07100546195862,Pending,5.0,No,No
50164,2026-01-28,1040,2006,6,Chocolate Bar,Snacks,9,17.99,Western Cape,0.03,107.94,3.2382,104.70179999999999,54,50.70179999999999,48.424955444892056,Completed,5.0,No,Yes
50165,2025-09-03,1017,2014,10,Toilet Paper,Household,70,109.99,Eastern Cape,0.05,1099.8999999999999,54.995,1044.905,700,344.905,33.008263909159204,Completed,2.0,Yes,No
50166,2025-06-25,1001,2018,11,LED Television,Electronics,3800,5499.99,Eastern Cape,0.05,60499.89,3024.9945000000002,57474.8955,41800,15674.895499999999,27.272595041081892,Completed,3.0,Yes,No
50167,2025-02-08,1025,2012,7,Dishwashing Liquid,Cleaning,45,69.99,Gauteng,0.03,489.92999999999995,14.697899999999997,475.23209999999995,315,160.23209999999995,33.7165986893562,Cancelled,3.0,Yes,No
50168,2026-04-22,1043,2011,11,Potato Chips,Snacks,12,24.99,Eastern Cape,0.15,274.89,41.2335,233.6565,132,101.6565,43.50681449050208,Pending,2.0,Yes,No
50169,2026-06-22,1040,2013,5,Shampoo,Personal Care,65,99.99,Western Cape,0.05,499.95,24.997500000000002,474.9525,325,149.9525,31.57210457887894,Completed,6.0,No,No
50170,2026-02-12,1042,2011,9,Potato Chips,Snacks,12,24.99,Gauteng,0.1,224.91,22.491,202.41899999999998,108,94.41899999999998,46.6453247965853,Pending,2.0,Yes,No
50171,2026-06-09,1025,2016,3,Chicken 2kg,Fresh Produce,85,129.99,Gauteng,0.08,389.97,31.1976,358.7724,255,103.7724,28.924298524635677,Cancelled,5.0,No,No
50172,2026-05-21,1039,2015,1,Cheese 500g,Dairy,55,84.99,Gauteng,0.08,84.99,6.7992,78.1908,55,23.190799999999996,29.659243798503145,Cancelled,6.0,No,No
50173,2025-02-05,1035,2015,4,Cheese 500g,Dairy,55,84.99,KwaZulu-Natal,0.03,339.96,10.198799999999999,329.7612,220,109.76119999999997,33.285055973838034,Completed,2.0,Yes,No
50174,2025-01-20,1003,2004,9,Coca-Cola 2L,Beverages,17,26.99,KwaZulu-Natal,0.1,242.91,24.291,218.619,153,65.619,30.015231978922234,Pending,2.0,Yes,No
50175,2025-11-17,1050,2011,4,Potato Chips,Snacks,12,24.99,Eastern Cape,0.0,99.96,0.0,99.96,48,51.959999999999994,51.980792316926774,Completed,5.0,No,No
50176,2026-05-27,1037,2019,2,Bluetooth Speaker,Electronics,500,799.99,KwaZulu-Natal,0.15,1599.98,239.99699999999999,1359.983,1000,359.98299999999995,26.46966910615794,Completed,2.0,Yes,No
50177,2026-02-04,1044,2015,10,Cheese 500g,Dairy,55,84.99,Western Cape,0.1,849.9,84.99000000000001,764.91,550,214.90999999999997,28.096115882914326,Pending,6.0,No,No
50178,2026-04-16,1044,2004,5,Coca-Cola 2L,Beverages,17,26.99,Western Cape,0.05,134.95,6.7475,128.2025,85,43.202499999999986,33.69864082213685,Pending,3.0,Yes,No
50179,2025-05-23,1030,2013,3,Shampoo,Personal Care,65,99.99,Eastern Cape,0.05,299.96999999999997,14.9985,284.9715,195,89.97149999999999,31.57210457887894,Pending,2.0,Yes,Yes
50180,2025-04-02,1038,2019,12,Bluetooth Speaker,Electronics,500,799.99,Free State,0.1,9599.880000000001,959.9880000000002,8639.892000000002,6000,2639.8920000000016,30.554687489149185,Completed,4.0,No,Yes
50181,2025-12-20,1034,2002,9,Full Cream Milk,Dairy,15,24.5,Gauteng,0.15,220.5,33.074999999999996,187.425,135,52.42500000000001,27.971188475390164,Completed,2.0,Yes,No
50182,2025-02-20,1012,2014,4,Toilet Paper,Household,70,109.99,KwaZulu-Natal,0.05,439.96,21.998,417.962,280,137.962,33.008263909159204,Cancelled,1.0,Yes,No
50183,2025-07-09,1019,2004,6,Coca-Cola 2L,Beverages,17,26.99,Gauteng,0.03,161.94,4.8582,157.0818,102,55.08179999999999,35.065679155701034,Completed,3.0,Yes,No
50184,2025-05-05,1037,2016,2,Chicken 2kg,Fresh Produce,85,129.99,KwaZulu-Natal,0.0,259.98,0.0,259.98,170,89.98000000000002,34.610354642664824,Completed,3.0,Yes,No
50185,2025-05-30,1044,2020,6,Microwave Oven,Electronics,1200,1799.99,Western Cape,0.15,10799.94,1619.991,9179.949,7200,1979.9490000000005,21.568191718712168,Pending,1.0,Yes,No
50186,2025-11-10,1049,2014,3,Toilet Paper,Household,70,109.99,Western Cape,0.03,329.96999999999997,9.899099999999999,320.0709,210,110.0709,34.38953681824871,Completed,5.0,No,No
50187,2025-12-08,1017,2015,12,Cheese 500g,Dairy,55,84.99,Eastern Cape,0.05,1019.8799999999999,50.994,968.8859999999999,660,308.88599999999985,31.880530836445143,Pending,3.0,Yes,No
50188,2025-11-01,1010,2003,12,Rice 10kg,Groceries,120,179.99,Free State,0.15,2159.88,323.982,1835.8980000000001,1440,395.89800000000014,21.564269910419867,Pending,2.0,Yes,No
50189,2025-02-23,1049,2008,9,Instant Coffee,Beverages,90,139.99,Western Cape,0.15,1259.91,188.9865,1070.9235,810,260.9235000000001,24.364345352399127,Completed,6.0,No,No
50190,2026-03-20,1047,2016,11,Chicken 2kg,Fresh Produce,85,129.99,Western Cape,0.1,1429.89,142.989,1286.901,935,351.90100000000007,27.344838491849803,Completed,6.0,No,No
50191,2025-09-21,1012,2010,2,Orange Juice,Beverages,25,44.99,KwaZulu-Natal,0.08,89.98,7.1984,82.7816,50,32.7816,39.60010437101965,Pending,3.0,Yes,No
50192,2025-02-22,1016,2004,12,Coca-Cola 2L,Beverages,17,26.99,Western Cape,0.05,323.88,16.194,307.686,204,103.68599999999998,33.69864082213685,Completed,3.0,Yes,No
50193,2025-01-05,1024,2018,12,LED Television,Electronics,3800,5499.99,Gauteng,0.05,65999.88,3299.9940000000006,62699.886000000006,45600,17099.886000000006,27.2725950410819,Completed,1.0,Yes,No
50194,2025-04-13,1019,2002,9,Full Cream Milk,Dairy,15,24.5,Gauteng,0.1,220.5,22.05,198.45,135,63.44999999999999,31.972789115646254,Cancelled,5.0,No,No
50195,2025-07-15,1008,2017,5,Beef Mince 1kg,Fresh Produce,100,159.99,KwaZulu-Natal,0.08,799.95,63.996,735.9540000000001,500,235.95400000000006,32.06097120200448,Completed,3.0,Yes,No
50196,2025-12-16,1031,2013,8,Shampoo,Personal Care,65,99.99,KwaZulu-Natal,0.1,799.92,79.992,719.928,520,199.928,27.7705548332611,Completed,3.0,Yes,No
50197,2025-02-16,1021,2004,2,Coca-Cola 2L,Beverages,17,26.99,Western Cape,0.05,53.98,2.699,51.281,34,17.281,33.69864082213685,Cancelled,4.0,No,No
50198,2025-09-26,1017,2011,6,Potato Chips,Snacks,12,24.99,Eastern Cape,0.03,149.94,4.4982,145.4418,72,73.4418,50.49566218239874,Completed,3.0,Yes,No
50199,2026-01-05,1023,2007,3,Cooking Oil 2L,Groceries,80,119.99,Eastern Cape,0.05,359.96999999999997,17.9985,341.9715,240,101.97149999999999,29.818712962922344,Pending,3.0,Yes,No
50200,2025-04-16,1037,2012,12,Dishwashing Liquid,Cleaning,45,69.99,KwaZulu-Natal,0.1,839.8799999999999,83.988,755.8919999999998,540,215.89199999999983,28.561223031861676,Cancelled,1.0,Yes,No
50201,2025-04-30,1016,2010,12,Orange Juice,Beverages,25,44.99,Western Cape,0.15,539.88,80.982,458.898,300,158.89800000000002,34.62599531922127,Completed,3.0,Yes,No
50202,2025-02-27,1006,2007,10,Cooking Oil 2L,Groceries,80,119.99,Western Cape,0.05,1199.8999999999999,59.995,1139.905,800,339.905,29.818712962922344,Cancelled,1.0,Yes,No
50203,2025-12-12,1008,2013,5,Shampoo,Personal Care,65,99.99,KwaZulu-Natal,0.05,499.95,24.997500000000002,474.9525,325,149.9525,31.57210457887894,Pending,2.0,Yes,No
50204,2026-04-19,1025,2007,12,Cooking Oil 2L,Groceries,80,119.99,Gauteng,0.1,1439.8799999999999,143.988,1295.8919999999998,960,335.8919999999998,25.919752571973582,Completed,1.0,Yes,No
50205,2025-04-27,1018,2017,8,Beef Mince 1kg,Fresh Produce,100,159.99,Free State,0.1,1279.92,127.99200000000002,1151.928,800,351.9280000000001,30.55121500649347,Completed,2.0,Yes,No
50206,2025-05-07,1025,2010,10,Orange Juice,Beverages,25,44.99,Gauteng,0.1,449.90000000000003,44.99000000000001,404.91,250,154.91000000000003,38.25788446815342,Pending,2.0,Yes,No
50207,2026-01-28,1012,2010,1,Orange Juice,Beverages,25,44.99,KwaZulu-Natal,0.0,44.99,0.0,44.99,25,19.990000000000002,44.43209602133808,Completed,1.0,Yes,No
50208,2025-02-27,1015,2004,5,Coca-Cola 2L,Beverages,17,26.99,Eastern Cape,0.08,134.95,10.796,124.154,85,39.153999999999996,31.536639979380443,Cancelled,4.0,No,No
50209,2026-05-28,1026,2020,3,Microwave Oven,Electronics,1200,1799.99,KwaZulu-Natal,0.1,5399.97,539.9970000000001,4859.973,3600,1259.973,25.925514401005934,Cancelled,2.0,Yes,No
50210,2025-04-06,1041,2004,4,Coca-Cola 2L,Beverages,17,26.99,Eastern Cape,0.03,107.96,3.2388,104.7212,68,36.721199999999996,35.06567915570104,Pending,1.0,Yes,No
50211,2025-04-28,1045,2007,2,Cooking Oil 2L,Groceries,80,119.99,Western Cape,0.05,239.98,11.999,227.981,160,67.981,29.818712962922344,Completed,3.0,Yes,No
50212,2026-05-03,1026,2001,9,White Bread,Bakery,10,18.99,KwaZulu-Natal,0.15,170.91,25.636499999999998,145.2735,90,55.27350000000001,38.04788898181706,Cancelled,4.0,No,No
50213,2025-08-25,1047,2012,3,Dishwashing Liquid,Cleaning,45,69.99,Western Cape,0.03,209.96999999999997,6.299099999999999,203.67089999999996,135,68.67089999999996,33.716598689356196,Completed,4.0,No,No
50214,2025-09-29,1032,2013,2,Shampoo,Personal Care,65,99.99,Eastern Cape,0.0,199.98,0.0,199.98,130,69.97999999999999,34.99349934993499,Completed,3.0,Yes,No
50215,2025-07-08,1010,2010,10,Orange Juice,Beverages,25,44.99,Free State,0.15,449.90000000000003,67.485,382.415,250,132.41500000000002,34.62599531922127,Completed,2.0,Yes,No
50216,2026-03-23,1016,2015,11,Cheese 500g,Dairy,55,84.99,Western Cape,0.05,934.89,46.7445,888.1455,605,283.14549999999997,31.880530836445153,Completed,4.0,No,No
50217,2025-09-04,1007,2013,9,Shampoo,Personal Care,65,99.99,KwaZulu-Natal,0.1,899.91,89.991,809.919,585,224.91899999999998,27.7705548332611,Completed,2.0,Yes,No
50218,2025-03-17,1017,2009,7,Breakfast Cereal,Groceries,55,89.99,Eastern Cape,0.08,629.93,50.3944,579.5355999999999,385,194.53559999999993,33.567497837924016,Completed,6.0,No,No
50219,2025-06-03,1023,2009,6,Breakfast Cereal,Groceries,55,89.99,Eastern Cape,0.08,539.9399999999999,43.19519999999999,496.74479999999994,330,166.74479999999994,33.567497837924016,Cancelled,2.0,Yes,No
50220,2026-03-11,1026,2015,1,Cheese 500g,Dairy,55,84.99,KwaZulu-Natal,0.03,84.99,2.5496999999999996,82.4403,55,27.440299999999993,33.285055973838034,Cancelled,5.0,No,No
50221,2025-03-27,1021,2010,5,Orange Juice,Beverages,25,44.99,Western Cape,0.05,224.95000000000002,11.247500000000002,213.70250000000001,125,88.70250000000001,41.50746949614535,Completed,3.0,Yes,No
50222,2025-10-12,1022,2010,12,Orange Juice,Beverages,25,44.99,Free State,0.1,539.88,53.988,485.892,300,185.892,38.257884468153414,Completed,2.0,Yes,No
50223,2025-08-08,1007,2008,11,Instant Coffee,Beverages,90,139.99,KwaZulu-Natal,0.1,1539.89,153.98900000000003,1385.901,990,395.90100000000007,28.566326166154727,Completed,1.0,Yes,No
50224,2025-03-10,1014,2016,11,Chicken 2kg,Fresh Produce,85,129.99,Western Cape,0.05,1429.89,71.4945,1358.3955,935,423.3955000000001,31.168794360699813,Completed,6.0,No,No
50225,2025-02-16,1015,2017,3,Beef Mince 1kg,Fresh Produce,100,159.99,Eastern Cape,0.05,479.97,23.998500000000003,455.97150000000005,300,155.97150000000005,34.20641421667802,Completed,2.0,Yes,No
50226,2025-04-04,1007,2005,1,Laundry Powder,Cleaning,100,145.0,KwaZulu-Natal,0.08,145.0,11.6,133.4,100,33.400000000000006,25.03748125937032,Completed,2.0,Yes,No
50227,2026-03-29,1009,2004,4,Coca-Cola 2L,Beverages,17,26.99,KwaZulu-Natal,0.03,107.96,3.2388,104.7212,68,36.721199999999996,35.06567915570104,Completed,6.0,No,No
50228,2025-07-23,1048,2018,2,LED Television,Electronics,3800,5499.99,Free State,0.0,10999.98,0.0,10999.98,7600,3399.9799999999996,30.908965289027794,Pending,1.0,Yes,No
50229,2025-08-06,1008,2019,2,Bluetooth Speaker,Electronics,500,799.99,KwaZulu-Natal,0.1,1599.98,159.99800000000002,1439.982,1000,439.98199999999997,30.554687489149167,Completed,3.0,Yes,No
50230,2026-04-19,1050,2004,3,Coca-Cola 2L,Beverages,17,26.99,Eastern Cape,0.05,80.97,4.0485,76.9215,51,25.921499999999995,33.69864082213685,Cancelled,3.0,Yes,No
50231,2026-03-08,1023,2007,8,Cooking Oil 2L,Groceries,80,119.99,Eastern Cape,0.15,959.92,143.988,815.932,640,175.93200000000002,21.562090958560272,Completed,6.0,No,No
50232,2025-12-07,1029,2010,8,Orange Juice,Beverages,25,44.99,Eastern Cape,0.05,359.92,17.996000000000002,341.92400000000004,200,141.92400000000004,41.50746949614535,Pending,3.0,Yes,No
50233,2025-10-16,1018,2018,12,LED Television,Electronics,3800,5499.99,Free State,0.0,65999.88,0.0,65999.88,45600,20399.880000000005,30.9089652890278,Cancelled,2.0,Yes,Yes
50234,2025-09-11,1031,2019,7,Bluetooth Speaker,Electronics,500,799.99,KwaZulu-Natal,0.15,5599.93,839.9895,4759.940500000001,3500,1259.9405000000006,26.469669106157955,Completed,4.0,No,No
50235,2025-12-23,1030,2004,6,Coca-Cola 2L,Beverages,17,26.99,Eastern Cape,0.03,161.94,4.8582,157.0818,102,55.08179999999999,35.065679155701034,Completed,1.0,Yes,No
50236,2025-01-23,1039,2010,9,Orange Juice,Beverages,25,44.99,Gauteng,0.15,404.91,60.7365,344.17350000000005,225,119.17350000000005,34.625995319221275,Pending,3.0,Yes,No
50237,2026-06-06,1035,2001,4,White Bread,Bakery,10,18.99,KwaZulu-Natal,0.0,75.96,0.0,75.96,40,35.959999999999994,47.34070563454449,Completed,1.0,Yes,No
50238,2025-04-10,1018,2018,12,LED Television,Electronics,3800,5499.99,Free State,0.05,65999.88,3299.9940000000006,62699.886000000006,45600,17099.886000000006,27.2725950410819,Completed,3.0,Yes,No
50239,2025-06-29,1042,2005,1,Laundry Powder,Cleaning,100,145.0,Gauteng,0.0,145.0,0.0,145.0,100,45.0,31.03448275862069,Pending,1.0,Yes,No
50240,2025-08-11,1039,2015,8,Cheese 500g,Dairy,55,84.99,Gauteng,0.15,679.92,101.98799999999999,577.932,440,137.93200000000002,23.866475640732823,Completed,3.0,Yes,No
50241,2026-03-18,1017,2017,7,Beef Mince 1kg,Fresh Produce,100,159.99,Eastern Cape,0.0,1119.93,0.0,1119.93,700,419.93000000000006,37.49609350584412,Completed,4.0,No,No
50242,2025-11-21,1014,2003,7,Rice 10kg,Groceries,120,179.99,Western Cape,0.03,1259.93,37.7979,1222.1321,840,382.13210000000004,31.267659199852453,Completed,2.0,Yes,No
50243,2026-05-31,1031,2012,3,Dishwashing Liquid,Cleaning,45,69.99,KwaZulu-Natal,0.05,209.96999999999997,10.4985,199.47149999999996,135,64.47149999999996,32.3211586617637,Completed,2.0,Yes,No
50244,2025-01-16,1024,2002,4,Full Cream Milk,Dairy,15,24.5,Gauteng,0.0,98.0,0.0,98.0,60,38.0,38.775510204081634,Completed,1.0,Yes,No
50245,2025-12-02,1035,2001,10,White Bread,Bakery,10,18.99,KwaZulu-Natal,0.05,189.89999999999998,9.495,180.40499999999997,100,80.40499999999997,44.569163825836306,Completed,6.0,No,Yes
50246,2025-09-15,1044,2017,9,Beef Mince 1kg,Fresh Produce,100,159.99,Western Cape,,1439.91,71.9955,1367.9145,900,467.9145000000001,34.20641421667802,Cancelled,2.0,Yes,No
50247,2026-05-12,1045,2016,6,Chicken 2kg,Fresh Produce,85,129.99,Western Cape,0.03,779.94,23.3982,756.5418000000001,510,246.54180000000008,32.587994476974046,Completed,3.0,Yes,No
50248,2025-06-09,1034,2005,5,Laundry Powder,Cleaning,100,145.0,Gauteng,0.03,725.0,21.75,703.25,500,203.25,28.90152861713473,Completed,2.0,Yes,No
50249,2026-04-20,1003,2015,3,Cheese 500g,Dairy,55,84.99,KwaZulu-Natal,0.05,254.96999999999997,12.7485,242.22149999999996,165,77.22149999999996,31.880530836445143,Pending,5.0,No,Yes
50250,2026-01-15,1037,2003,9,Rice 10kg,Groceries,120,179.99,KwaZulu-Natal,0.15,1619.91,242.9865,1376.9235,1080,296.9235000000001,21.564269910419867,Pending,2.0,Yes,No
50251,2026-06-29,1043,2007,5,Cooking Oil 2L,Groceries,80,119.99,Eastern Cape,0.08,599.9499999999999,47.995999999999995,551.954,400,151.95399999999995,27.53019273345242,Completed,1.0,Yes,No
50252,2026-03-03,1040,2011,5,Potato Chips,Snacks,12,24.99,Western Cape,0.08,124.94999999999999,9.995999999999999,114.954,60,54.95399999999999,47.80520904013779,Pending,6.0,No,No
50253,2025-09-25,1026,2010,4,Orange Juice,Beverages,25,44.99,KwaZulu-Natal,0.05,179.96,8.998000000000001,170.96200000000002,100,70.96200000000002,41.50746949614535,Completed,4.0,No,No
50254,2026-02-21,1023,2009,4,Breakfast Cereal,Groceries,55,89.99,Eastern Cape,0.08,359.96,28.796799999999998,331.16319999999996,220,111.16319999999996,33.567497837924016,Completed,2.0,Yes,No
50255,2025-06-17,1044,2014,12,Toilet Paper,Household,70,109.99,Western Cape,0.15,1319.8799999999999,197.98199999999997,1121.898,840,281.8979999999999,25.126883192589695,Completed,1.0,Yes,No
50256,2025-02-12,1039,2013,1,Shampoo,Personal Care,65,99.99,Gauteng,0.0,99.99,0.0,99.99,65,34.989999999999995,34.99349934993499,Completed,1.0,Yes,No
50257,2025-10-12,1015,2002,7,Full Cream Milk,Dairy,15,24.5,Eastern Cape,0.08,171.5,13.72,157.78,105,52.78,33.45164152617569,Completed,2.0,Yes,No
50258,2026-02-01,1049,2003,9,Rice 10kg,Groceries,120,179.99,Western Cape,0.05,1619.91,80.9955,1538.9145,1080,458.9145000000001,29.8206625514283,Completed,2.0,Yes,No
50259,2025-01-12,1004,2007,3,Cooking Oil 2L,Groceries,80,119.99,Free State,0.03,359.96999999999997,10.7991,349.17089999999996,240,109.17089999999996,31.265749809047655,Completed,1.0,Yes,No
50260,2025-10-29,1029,2018,12,LED Television,Electronics,3800,5499.99,Eastern Cape,0.05,65999.88,3299.9940000000006,62699.886000000006,45600,17099.886000000006,27.2725950410819,Completed,2.0,Yes,No
50261,2025-09-10,1022,2003,2,Rice 10kg,Groceries,120,179.99,Free State,0.03,359.98,10.7994,349.1806,240,109.18060000000003,31.26765919985246,Cancelled,6.0,No,No
50262,2026-05-14,1025,2010,3,Orange Juice,Beverages,25,44.99,Gauteng,0.08,134.97,10.797600000000001,124.1724,75,49.172399999999996,39.60010437101965,Pending,3.0,Yes,No
50263,2025-02-04,1013,2007,1,Cooking Oil 2L,Groceries,80,119.99,Free State,0.08,119.99,9.5992,110.3908,80,30.3908,27.530192733452424,Completed,6.0,No,No
50264,2025-03-31,1018,2009,6,Breakfast Cereal,Groceries,55,89.99,Free State,0.0,539.9399999999999,0.0,539.9399999999999,330,209.93999999999994,38.88209801089009,Completed,5.0,No,No
50265,2026-02-22,1033,2017,11,Beef Mince 1kg,Fresh Produce,100,159.99,Eastern Cape,0.1,1759.89,175.98900000000003,1583.901,1100,483.90100000000007,30.551215006493464,Completed,2.0,Yes,No
50266,2025-04-25,1016,2011,11,Potato Chips,Snacks,12,24.99,Western Cape,0.15,274.89,41.2335,233.6565,132,101.6565,43.50681449050208,Pending,2.0,Yes,No
50267,2025-07-15,1045,2007,7,Cooking Oil 2L,Groceries,80,119.99,Western Cape,0.08,839.93,67.1944,772.7356,560,212.73559999999998,27.530192733452424,Completed,1.0,Yes,No
50268,2026-05-16,1042,2014,11,Toilet Paper,Household,70,109.99,Gauteng,0.1,1209.8899999999999,120.98899999999999,1088.9009999999998,770,318.90099999999984,29.286500793001373,Completed,3.0,Yes,No
50269,2026-05-08,1044,2019,11,Bluetooth Speaker,Electronics,500,799.99,Western Cape,0.05,8799.89,439.9945,8359.895499999999,5500,2859.8954999999987,34.209703937088676,Completed,3.0,Yes,Yes
50270,2025-03-16,1002,2004,2,Coca-Cola 2L,Beverages,17,26.99,Free State,0.03,53.98,1.6194,52.3606,34,18.360599999999998,35.06567915570104,Completed,4.0,No,Yes
50271,2026-02-17,1035,2006,8,Chocolate Bar,Snacks,9,17.99,KwaZulu-Natal,0.1,143.92,14.392,129.528,72,57.52799999999999,44.41356309060589,Completed,3.0,Yes,No
50272,2026-01-11,1042,2010,6,Orange Juice,Beverages,25,44.99,Gauteng,0.08,269.94,21.595200000000002,248.3448,150,98.34479999999999,39.60010437101965,Completed,2.0,Yes,No
50273,2026-02-24,1034,2007,4,Cooking Oil 2L,Groceries,80,119.99,Gauteng,0.03,479.96,14.3988,465.5612,320,145.56119999999999,31.265749809047662,Completed,4.0,No,No
50274,2025-10-04,1030,2013,5,Shampoo,Personal Care,65,99.99,Eastern Cape,0.08,499.95,39.996,459.954,325,134.954,29.340760162972817,Completed,6.0,No,No
50275,2026-01-29,1013,2014,8,Toilet Paper,Household,70,109.99,Free State,0.1,879.92,87.992,791.928,560,231.928,29.286500793001384,Completed,1.0,Yes,No
50276,2026-04-02,1013,2004,3,Coca-Cola 2L,Beverages,17,26.99,Free State,0.03,80.97,2.4291,78.5409,51,27.540899999999993,35.065679155701034,Completed,6.0,No,Yes
50277,2025-07-11,1018,2008,3,Instant Coffee,Beverages,90,139.99,Free State,0.08,419.97,33.5976,386.3724,270,116.37240000000003,30.11923211906441,Pending,2.0,Yes,No
50278,2025-04-09,1032,2005,11,Laundry Powder,Cleaning,100,145.0,Eastern Cape,0.15,1595.0,239.25,1355.75,1100,255.75,18.864097363083165,Completed,5.0,No,No
50279,2025-04-06,1032,2001,4,White Bread,Bakery,10,18.99,Eastern Cape,0.08,75.96,6.0767999999999995,69.88319999999999,40,29.883199999999988,42.76163655928749,Completed,5.0,No,No
50280,2025-07-09,1035,2004,1,Coca-Cola 2L,Beverages,17,26.99,KwaZulu-Natal,0.03,26.99,0.8097,26.1803,17,9.180299999999999,35.06567915570104,Completed,2.0,Yes,No
50281,2025-02-06,1039,2003,9,Rice 10kg,Groceries,120,179.99,Gauteng,0.05,1619.91,80.9955,1538.9145,1080,458.9145000000001,29.8206625514283,Completed,2.0,Yes,No
50282,2026-01-04,1046,2009,8,Breakfast Cereal,Groceries,55,89.99,Gauteng,0.1,719.92,71.992,647.928,440,207.928,32.09122001210011,Completed,4.0,No,No
50283,2026-06-09,1029,2008,8,Instant Coffee,Beverages,90,139.99,Eastern Cape,0.15,1119.92,167.988,951.932,720,231.93200000000002,24.364345352399123,Completed,1.0,Yes,No
50284,2025-10-06,1049,2001,10,White Bread,Bakery,10,18.99,Western Cape,0.1,189.89999999999998,18.99,170.90999999999997,100,70.90999999999997,41.489672927271656,Completed,3.0,Yes,No
50285,2025-08-05,1029,2006,6,Chocolate Bar,Snacks,9,17.99,Eastern Cape,0.05,107.94,5.397,102.54299999999999,54,48.54299999999999,47.339165033205575,Completed,2.0,Yes,No
